Sexo;Edad;Renta anual neta media por persona y por unidad de consumo;Periodo;Total
Ambos sexos;65 y más años;Renta media por unidad de consumo;2019;17.233
Ambos sexos;65 y más años;Renta media por unidad de consumo;2018;16.516
Ambos sexos;65 y más años;Renta media por unidad de consumo;2017;16.197
Ambos sexos;65 y más años;Renta media por unidad de consumo;2016;16.041
Ambos sexos;65 y más años;Renta media por unidad de consumo;2015;15.774
Ambos sexos;65 y más años;Renta media por unidad de consumo;2014;15.809
Ambos sexos;65 y más años;Renta media por unidad de consumo;2013;15.574
Ambos sexos;65 y más años;Renta media por unidad de consumo;2012;15.549
Ambos sexos;65 y más años;Renta media por unidad de consumo;2011;15.053
Ambos sexos;65 y más años;Renta media por unidad de consumo;2010;15.566
Ambos sexos;65 y más años;Renta media por unidad de consumo;2009;15.390
Ambos sexos;65 y más años;Renta media por unidad de consumo;2008;14.387
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2024;20.782
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2023;19.639
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2022;18.046
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2021;17.544
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2020;17.099
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2019;16.339
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2018;15.619
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2017;15.370
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2016;15.098
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2015;14.798
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2014;15.012
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2013;14.378
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2012;14.470
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2011;14.098
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2010;14.539
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2009;14.280
Ambos sexos;65 y más años;Renta media por persona (con alquiler imputado);2008;13.546
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2024;26.871
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2023;25.178
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2022;23.023
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2021;22.518
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2020;21.961
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2019;20.941
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2018;20.012
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2017;19.677
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2016;19.322
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2015;18.952
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2014;19.278
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2013;18.556
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2012;18.764
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2011;18.325
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2010;18.980
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2009;18.591
Ambos sexos;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2008;17.657
Ambos sexos;Menos de 18 años;Renta neta media por persona;2024;10.507
Ambos sexos;Menos de 18 años;Renta neta media por persona;2023;10.258
Ambos sexos;Menos de 18 años;Renta neta media por persona;2022;9.666
Ambos sexos;Menos de 18 años;Renta neta media por persona;2021;9.120
Ambos sexos;Menos de 18 años;Renta neta media por persona;2020;9.110
Ambos sexos;Menos de 18 años;Renta neta media por persona;2019;8.944
Ambos sexos;Menos de 18 años;Renta neta media por persona;2018;8.909
Ambos sexos;Menos de 18 años;Renta neta media por persona;2017;8.479
Ambos sexos;Menos de 18 años;Renta neta media por persona;2016;8.153
Ambos sexos;Menos de 18 años;Renta neta media por persona;2015;7.824
Ambos sexos;Menos de 18 años;Renta neta media por persona;2014;7.702
Ambos sexos;Menos de 18 años;Renta neta media por persona;2013;7.710
Ambos sexos;Menos de 18 años;Renta neta media por persona;2012;8.155
Ambos sexos;Menos de 18 años;Renta neta media por persona;2011;8.259
Ambos sexos;Menos de 18 años;Renta neta media por persona;2010;8.354
Ambos sexos;Menos de 18 años;Renta neta media por persona;2009;8.468
Ambos sexos;Menos de 18 años;Renta neta media por persona;2008;8.024
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2024;18.876
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2023;18.362
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2022;17.350
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2021;16.356
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2020;16.299
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2019;15.997
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2018;15.948
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2017;15.112
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2016;14.572
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2015;13.991
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2014;13.791
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2013;13.798
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2012;14.647
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2011;14.807
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2010;14.959
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2009;15.200
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo;2008;14.358
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2024;11.614
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2023;11.432
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2022;10.909
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2021;10.304
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2020;10.284
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2019;10.092
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2018;10.037
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2017;9.552
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2016;9.134
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2015;8.763
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2014;8.641
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2013;8.581
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2012;9.034
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2011;9.258
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2010;9.327
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2009;9.307
Ambos sexos;Menos de 18 años;Renta media por persona (con alquiler imputado);2008;8.899
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2024;20.840
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2023;20.441
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2022;19.561
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2021;18.458
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2020;18.384
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2019;18.033
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2018;17.945
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2017;17.006
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2016;16.308
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2015;15.652
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2014;15.451
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2013;15.339
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2012;16.209
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2011;16.580
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2010;16.687
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2009;16.690
Ambos sexos;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2008;15.911
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2024;15.161
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2023;14.448
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2022;13.377
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2021;12.487
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2020;12.624
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2019;11.961
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2018;11.727
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2017;11.390
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2016;10.948
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2015;10.650
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2014;10.660
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2013;10.942
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2012;11.252
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2011;11.415
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2010;11.964
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2009;12.002
Ambos sexos;De 18 a 64 años;Renta neta media por persona;2008;11.428
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2024;22.286
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2023;21.214
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2022;19.703
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2021;18.411
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2020;18.565
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2019;17.666
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2018;17.344
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2017;16.814
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2016;16.149
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2015;15.706
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2014;15.752
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2013;16.167
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2012;16.678
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2011;16.997
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2010;17.802
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2009;17.949
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo;2008;17.120
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2024;17.065
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2023;16.368
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2022;15.308
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2021;14.350
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2020;14.436
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2019;13.689
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2018;13.422
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2017;13.041
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2016;12.475
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2015;12.115
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2014;12.155
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2013;12.321
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2012;12.687
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2011;12.955
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2010;13.522
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2009;13.370
Ambos sexos;De 18 a 64 años;Renta media por persona (con alquiler imputado);2008;12.815
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2024;24.959
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2023;23.911
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2022;22.435
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2021;21.044
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2020;21.124
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2019;20.120
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2018;19.759
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2017;19.156
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2016;18.319
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2015;17.789
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2014;17.877
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2013;18.125
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2012;18.712
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2011;19.199
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2010;20.025
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2009;19.916
Ambos sexos;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2008;19.131
Hombres;Total;Renta neta media por persona;2024;15.005
Hombres;Total;Renta neta media por persona;2023;14.249
Hombres;Total;Renta neta media por persona;2022;13.180
Hombres;Total;Renta neta media por persona;2021;12.358
Hombres;Total;Renta neta media por persona;2020;12.433
Hombres;Total;Renta neta media por persona;2019;11.768
Hombres;Total;Renta neta media por persona;2018;11.549
Hombres;Total;Renta neta media por persona;2017;11.153
Hombres;Total;Renta neta media por persona;2016;10.766
Hombres;Total;Renta neta media por persona;2015;10.479
Hombres;Total;Renta neta media por persona;2014;10.469
Hombres;Total;Renta neta media por persona;2013;10.576
Hombres;Total;Renta neta media por persona;2012;10.879
Hombres;Total;Renta neta media por persona;2011;10.957
Hombres;Total;Renta neta media por persona;2010;11.374
Hombres;Total;Renta neta media por persona;2009;11.561
Hombres;Total;Renta neta media por persona;2008;10.910
Hombres;Total;Renta media por unidad de consumo;2024;22.089
Hombres;Total;Renta media por unidad de consumo;2023;20.953
Hombres;Total;Renta media por unidad de consumo;2022;19.440
Hombres;Total;Renta media por unidad de consumo;2021;18.275
Hombres;Total;Renta media por unidad de consumo;2020;18.339
Hombres;Total;Renta media por unidad de consumo;2019;17.449
Hombres;Total;Renta media por unidad de consumo;2018;17.187
Hombres;Total;Renta media por unidad de consumo;2017;16.537
Hombres;Total;Renta media por unidad de consumo;2016;15.969
Hombres;Total;Renta media por unidad de consumo;2015;15.491
Hombres;Total;Renta media por unidad de consumo;2014;15.536
Hombres;Total;Renta media por unidad de consumo;2013;15.722
Hombres;Total;Renta media por unidad de consumo;2012;16.278
Hombres;Total;Renta media por unidad de consumo;2011;16.494
Hombres;Total;Renta media por unidad de consumo;2010;17.128
Hombres;Total;Renta media por unidad de consumo;2009;17.408
Hombres;Total;Renta media por unidad de consumo;2008;16.471
Hombres;Total;Renta media por persona (con alquiler imputado);2024;17.031
Hombres;Total;Renta media por persona (con alquiler imputado);2023;16.277
Hombres;Total;Renta media por persona (con alquiler imputado);2022;15.202
Hombres;Total;Renta media por persona (con alquiler imputado);2021;14.291
Hombres;Total;Renta media por persona (con alquiler imputado);2020;14.307
Hombres;Total;Renta media por persona (con alquiler imputado);2019;13.580
Hombres;Total;Renta media por persona (con alquiler imputado);2018;13.311
Hombres;Total;Renta media por persona (con alquiler imputado);2017;12.874
Hombres;Total;Renta media por persona (con alquiler imputado);2016;12.352
Hombres;Total;Renta media por persona (con alquiler imputado);2015;12.010
Hombres;Total;Renta media por persona (con alquiler imputado);2014;12.048
Hombres;Total;Renta media por persona (con alquiler imputado);2013;11.999
Hombres;Total;Renta media por persona (con alquiler imputado);2012;12.353
Hombres;Total;Renta media por persona (con alquiler imputado);2011;12.510
Hombres;Total;Renta media por persona (con alquiler imputado);2010;12.955
Hombres;Total;Renta media por persona (con alquiler imputado);2009;12.971
Hombres;Total;Renta media por persona (con alquiler imputado);2008;12.336
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2024;24.918
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2023;23.787
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2022;22.284
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2021;20.997
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2020;20.984
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2019;20.015
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2018;19.688
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2017;18.967
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2016;18.215
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2015;17.656
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2014;17.763
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2013;17.738
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2012;18.364
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2011;18.726
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2010;19.393
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2009;19.429
Hombres;Total;Renta media por unidad de consumo (con alquiler imputado);2008;18.530
Hombres;Menores de 16 años;Renta neta media por persona;2024;10.382
Hombres;Menores de 16 años;Renta neta media por persona;2023;10.037
Hombres;Menores de 16 años;Renta neta media por persona;2022;9.446
Hombres;Menores de 16 años;Renta neta media por persona;2021;8.932
Hombres;Menores de 16 años;Renta neta media por persona;2020;8.888
Hombres;Menores de 16 años;Renta neta media por persona;2019;8.938
Hombres;Menores de 16 años;Renta neta media por persona;2018;8.940
Hombres;Menores de 16 años;Renta neta media por persona;2017;8.358
Hombres;Menores de 16 años;Renta neta media por persona;2016;8.100
Hombres;Menores de 16 años;Renta neta media por persona;2015;7.713
Hombres;Menores de 16 años;Renta neta media por persona;2014;7.643
Hombres;Menores de 16 años;Renta neta media por persona;2013;7.593
Hombres;Menores de 16 años;Renta neta media por persona;2012;8.146
Hombres;Menores de 16 años;Renta neta media por persona;2011;8.325
Hombres;Menores de 16 años;Renta neta media por persona;2010;8.478
Hombres;Menores de 16 años;Renta neta media por persona;2009;8.574
Hombres;Menores de 16 años;Renta neta media por persona;2008;8.044
Hombres;Menores de 16 años;Renta media por unidad de consumo;2024;18.944
Hombres;Menores de 16 años;Renta media por unidad de consumo;2023;18.225
Hombres;Menores de 16 años;Renta media por unidad de consumo;2022;17.233
Hombres;Menores de 16 años;Renta media por unidad de consumo;2021;16.260
Hombres;Menores de 16 años;Renta media por unidad de consumo;2020;16.131
Hombres;Menores de 16 años;Renta media por unidad de consumo;2019;16.171
Hombres;Menores de 16 años;Renta media por unidad de consumo;2018;16.205
Hombres;Menores de 16 años;Renta media por unidad de consumo;2017;15.096
Hombres;Menores de 16 años;Renta media por unidad de consumo;2016;14.687
Hombres;Menores de 16 años;Renta media por unidad de consumo;2015;13.956
Hombres;Menores de 16 años;Renta media por unidad de consumo;2014;13.864
Hombres;Menores de 16 años;Renta media por unidad de consumo;2013;13.774
Hombres;Menores de 16 años;Renta media por unidad de consumo;2012;14.828
Hombres;Menores de 16 años;Renta media por unidad de consumo;2011;15.120
Hombres;Menores de 16 años;Renta media por unidad de consumo;2010;15.397
Hombres;Menores de 16 años;Renta media por unidad de consumo;2009;15.578
Hombres;Menores de 16 años;Renta media por unidad de consumo;2008;14.583
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2024;11.456
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2023;11.170
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2022;10.655
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2021;10.081
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2020;10.060
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2019;10.107
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2018;10.075
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2017;9.419
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2016;9.064
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2015;8.626
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2014;8.549
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2013;8.442
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2012;9.002
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2011;9.295
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2010;9.435
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2009;9.409
Hombres;Menores de 16 años;Renta media por persona (con alquiler imputado);2008;8.928
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2024;20.881
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2023;20.262
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2022;19.420
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2021;18.336
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2020;18.245
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2019;18.277
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2018;18.242
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2017;16.996
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2016;16.416
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2015;15.594
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2014;15.488
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2013;15.297
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2012;16.367
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2011;16.865
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2010;17.121
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2009;17.076
Hombres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2008;16.172
Hombres;De 16 a 29 años;Renta neta media por persona;2024;13.720
Hombres;De 16 a 29 años;Renta neta media por persona;2023;12.855
Hombres;De 16 a 29 años;Renta neta media por persona;2022;11.825
Hombres;De 16 a 29 años;Renta neta media por persona;2021;10.967
Hombres;De 16 a 29 años;Renta neta media por persona;2020;10.897
Hombres;De 16 a 29 años;Renta neta media por persona;2019;10.267
Hombres;De 16 a 29 años;Renta neta media por persona;2018;10.510
Hombres;De 16 a 29 años;Renta neta media por persona;2017;9.813
Hombres;De 16 a 29 años;Renta neta media por persona;2016;9.341
Hombres;De 16 a 29 años;Renta neta media por persona;2015;8.908
Hombres;De 16 a 29 años;Renta neta media por persona;2014;8.971
Hombres;De 16 a 29 años;Renta neta media por persona;2013;9.472
Hombres;De 16 a 29 años;Renta neta media por persona;2012;9.916
Hombres;De 16 a 29 años;Renta neta media por persona;2011;10.333
Hombres;De 16 a 29 años;Renta neta media por persona;2010;10.972
Hombres;De 16 a 29 años;Renta neta media por persona;2009;11.181
Hombres;De 16 a 29 años;Renta neta media por persona;2008;10.534
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2024;21.204
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2023;19.772
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2022;18.281
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2021;16.925
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2020;16.792
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2019;15.722
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2018;16.061
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2017;14.974
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2016;14.391
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2015;13.672
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2014;13.806
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2013;14.448
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2012;15.087
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2011;15.844
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2010;16.720
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2009;17.151
Hombres;De 16 a 29 años;Renta media por unidad de consumo;2008;16.198
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2024;15.217
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2023;14.364
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2022;13.336
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2021;12.395
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2020;12.288
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2019;11.629
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2018;11.881
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2017;11.159
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2016;10.543
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2015;10.090
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2014;10.154
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2013;10.610
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2012;11.055
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2011;11.577
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2010;12.227
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2009;12.285
Hombres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2008;11.611
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2024;23.467
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2023;22.051
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2022;20.574
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2021;19.090
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2020;18.884
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2019;17.745
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2018;18.108
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2017;16.979
