Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2017T2;106,961
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2017T1;105,438
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2016T4;102,874
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2016T3;105,092
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2016T2;104,280
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2016T1;102,830
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2015T4;100,371
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2015T3;99,178
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2015T2;101,449
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2015T1;99,003
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2014T4;95,957
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2014T3;99,789
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2014T2;100,317
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2014T1;97,027
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2013T4;100,385
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2013T3;106,551
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2013T2;104,842
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2013T1;109,608
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2012T4;119,908
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2012T3;119,658
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2012T2;119,289
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2012T1;118,978
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2011T4;130,306
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2011T3;138,682
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2011T2;137,640
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2011T1;141,392
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2010T4;144,120
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2010T3;143,662
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2010T2;147,287
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2010T1;148,428
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2009T4;154,675
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2009T3;156,117
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2009T2;161,105
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2009T1;162,371
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2008T4;169,375
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2008T3;170,870
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2008T2;175,516
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2008T1;171,506
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2007T4;171,165
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2007T3;171,329
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2007T2;167,825
Nacional;15 Navarra, Comunidad Foral de;Vivienda nueva;Índice;2007T1;165,294
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2025T2;152,961
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2025T1;145,513
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2024T4;140,980
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2024T3;140,498
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2024T2;136,148
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2024T1;131,536
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2023T4;127,149
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2023T3;129,443
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2023T2;126,004
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2023T1;125,220
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2022T4;123,500
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2022T3;123,375
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2022T2;122,794
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2022T1;120,038
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2021T4;115,790
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2021T3;115,483
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2021T2;113,601
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2021T1;111,044
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2020T4;108,786
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2020T3;109,212
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2020T2;110,597
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2020T1;109,681
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2019T4;110,001
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2019T3;110,558
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2019T2;109,818
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2019T1;107,222
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2018T4;106,138
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2018T3;107,916
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2018T2;106,928
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2018T1;104,104
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2017T4;103,637
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2017T3;103,775
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2017T2;103,270
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2017T1;102,253
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2016T4;101,617
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2016T3;101,205
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2016T2;100,219
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2016T1;100,228
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2015T4;99,898
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2015T3;100,762
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2015T2;101,109
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2015T1;98,232
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2014T4;99,859
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2014T3;98,939
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2014T2;101,943
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2014T1;100,923
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2013T4;104,088
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2013T3;105,902
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2013T2;109,403
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2013T1;108,298
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2012T4;117,064
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2012T3;119,569
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2012T2;124,007
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2012T1;124,728
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2011T4;136,731
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2011T3;142,042
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2011T2;147,481
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2011T1;147,114
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2010T4;156,661
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2010T3;156,472
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2010T2;162,472
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2010T1;160,903
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2009T4;163,295
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2009T3;162,398
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2009T2;164,920
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2009T1;165,853
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2008T4;176,694
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2008T3;185,611
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2008T2;196,880
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2008T1;200,462
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2007T4;201,450
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2007T3;211,263
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2007T2;206,996
Nacional;15 Navarra, Comunidad Foral de;Vivienda segunda mano;Índice;2007T1;206,482
Nacional;16 País Vasco;Vivienda nueva;Índice;2025T2;202,229
Nacional;16 País Vasco;Vivienda nueva;Índice;2025T1;199,773
Nacional;16 País Vasco;Vivienda nueva;Índice;2024T4;182,476
Nacional;16 País Vasco;Vivienda nueva;Índice;2024T3;186,400
Nacional;16 País Vasco;Vivienda nueva;Índice;2024T2;180,725
Nacional;16 País Vasco;Vivienda nueva;Índice;2024T1;174,647
Nacional;16 País Vasco;Vivienda nueva;Índice;2023T4;162,127
Nacional;16 País Vasco;Vivienda nueva;Índice;2023T3;163,137
Nacional;16 País Vasco;Vivienda nueva;Índice;2023T2;156,854
Nacional;16 País Vasco;Vivienda nueva;Índice;2023T1;155,512
Nacional;16 País Vasco;Vivienda nueva;Índice;2022T4;151,535
Nacional;16 País Vasco;Vivienda nueva;Índice;2022T3;150,103
Nacional;16 País Vasco;Vivienda nueva;Índice;2022T2;149,260
Nacional;16 País Vasco;Vivienda nueva;Índice;2022T1;149,883
Nacional;16 País Vasco;Vivienda nueva;Índice;2021T4;144,694
Nacional;16 País Vasco;Vivienda nueva;Índice;2021T3;139,934
Nacional;16 País Vasco;Vivienda nueva;Índice;2021T2;139,000
Nacional;16 País Vasco;Vivienda nueva;Índice;2021T1;139,404
Nacional;16 País Vasco;Vivienda nueva;Índice;2020T4;140,454
Nacional;16 País Vasco;Vivienda nueva;Índice;2020T3;139,255
Nacional;16 País Vasco;Vivienda nueva;Índice;2020T2;129,648
Nacional;16 País Vasco;Vivienda nueva;Índice;2020T1;136,998
Nacional;16 País Vasco;Vivienda nueva;Índice;2019T4;126,769
Nacional;16 País Vasco;Vivienda nueva;Índice;2019T3;130,992
Nacional;16 País Vasco;Vivienda nueva;Índice;2019T2;125,462
Nacional;16 País Vasco;Vivienda nueva;Índice;2019T1;127,773
Nacional;16 País Vasco;Vivienda nueva;Índice;2018T4;120,492
Nacional;16 País Vasco;Vivienda nueva;Índice;2018T3;120,734
Nacional;16 País Vasco;Vivienda nueva;Índice;2018T2;118,979
Nacional;16 País Vasco;Vivienda nueva;Índice;2018T1;116,757
Nacional;16 País Vasco;Vivienda nueva;Índice;2017T4;111,397
Nacional;16 País Vasco;Vivienda nueva;Índice;2017T3;114,731
Nacional;16 País Vasco;Vivienda nueva;Índice;2017T2;112,069
Nacional;16 País Vasco;Vivienda nueva;Índice;2017T1;107,439
Nacional;16 País Vasco;Vivienda nueva;Índice;2016T4;104,005
Nacional;16 País Vasco;Vivienda nueva;Índice;2016T3;105,814
Nacional;16 País Vasco;Vivienda nueva;Índice;2016T2;104,654
Nacional;16 País Vasco;Vivienda nueva;Índice;2016T1;101,953
Nacional;16 País Vasco;Vivienda nueva;Índice;2015T4;101,810
Nacional;16 País Vasco;Vivienda nueva;Índice;2015T3;98,153
Nacional;16 País Vasco;Vivienda nueva;Índice;2015T2;98,091
Nacional;16 País Vasco;Vivienda nueva;Índice;2015T1;101,946
Nacional;16 País Vasco;Vivienda nueva;Índice;2014T4;99,648
Nacional;16 País Vasco;Vivienda nueva;Índice;2014T3;97,979
Nacional;16 País Vasco;Vivienda nueva;Índice;2014T2;96,232
Nacional;16 País Vasco;Vivienda nueva;Índice;2014T1;98,823
Nacional;16 País Vasco;Vivienda nueva;Índice;2013T4;99,599
Nacional;16 País Vasco;Vivienda nueva;Índice;2013T3;97,595
Nacional;16 País Vasco;Vivienda nueva;Índice;2013T2;96,687
Nacional;16 País Vasco;Vivienda nueva;Índice;2013T1;92,963
Nacional;16 País Vasco;Vivienda nueva;Índice;2012T4;99,761
Nacional;16 País Vasco;Vivienda nueva;Índice;2012T3;98,973
Nacional;16 País Vasco;Vivienda nueva;Índice;2012T2;101,233
Nacional;16 País Vasco;Vivienda nueva;Índice;2012T1;102,023
Nacional;16 País Vasco;Vivienda nueva;Índice;2011T4;110,770
Nacional;16 País Vasco;Vivienda nueva;Índice;2011T3;117,270
Nacional;16 País Vasco;Vivienda nueva;Índice;2011T2;121,850
Nacional;16 País Vasco;Vivienda nueva;Índice;2011T1;126,365
Nacional;16 País Vasco;Vivienda nueva;Índice;2010T4;125,536
Nacional;16 País Vasco;Vivienda nueva;Índice;2010T3;123,109
Nacional;16 País Vasco;Vivienda nueva;Índice;2010T2;127,054
Nacional;16 País Vasco;Vivienda nueva;Índice;2010T1;126,141
Nacional;16 País Vasco;Vivienda nueva;Índice;2009T4;129,876
Nacional;16 País Vasco;Vivienda nueva;Índice;2009T3;126,736
Nacional;16 País Vasco;Vivienda nueva;Índice;2009T2;132,265
Nacional;16 País Vasco;Vivienda nueva;Índice;2009T1;134,274
Nacional;16 País Vasco;Vivienda nueva;Índice;2008T4;138,087
Nacional;16 País Vasco;Vivienda nueva;Índice;2008T3;138,536
Nacional;16 País Vasco;Vivienda nueva;Índice;2008T2;142,469
Nacional;16 País Vasco;Vivienda nueva;Índice;2008T1;138,048
Nacional;16 País Vasco;Vivienda nueva;Índice;2007T4;138,806
Nacional;16 País Vasco;Vivienda nueva;Índice;2007T3;139,083
Nacional;16 País Vasco;Vivienda nueva;Índice;2007T2;137,015
Nacional;16 País Vasco;Vivienda nueva;Índice;2007T1;132,944
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2025T2;157,694
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2025T1;151,782
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2024T4;145,770
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2024T3;144,025
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2024T2;140,047
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2024T1;135,367
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2023T4;132,191
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2023T3;134,449
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2023T2;130,873
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2023T1;128,791
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2022T4;128,065
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2022T3;130,939
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2022T2;127,613
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2022T1;125,042
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2021T4;122,002
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2021T3;121,346
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2021T2;120,122
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2021T1;118,065
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2020T4;116,670
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2020T3;119,326
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2020T2;118,190
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2020T1;118,196
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2019T4;116,380
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2019T3;118,366
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2019T2;116,701
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2019T1;115,332
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2018T4;113,512
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2018T3;113,654
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2018T2;112,711
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2018T1;109,733
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2017T4;108,794
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2017T3;108,473
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2017T2;106,596
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2017T1;103,964
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2016T4;101,582
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2016T3;103,158
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2016T2;102,568
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2016T1;101,182
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2015T4;100,679
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2015T3;100,876
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2015T2;100,948
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2015T1;97,497
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2014T4;99,201
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2014T3;99,715
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2014T2;99,262
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2014T1;99,435
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2013T4;99,247
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2013T3;103,842
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2013T2;102,152
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2013T1;101,597
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2012T4;108,819
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2012T3;112,008
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2012T2;117,600
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2012T1;120,165
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2011T4;128,522
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2011T3;131,710
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2011T2;137,709
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2011T1;139,476
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2010T4;146,857
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2010T3;149,143
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2010T2;150,883
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2010T1;147,857
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2009T4;146,273
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2009T3;146,941
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2009T2;147,169
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2009T1;150,909
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2008T4;158,872
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2008T3;166,277
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2008T2;175,622
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2008T1;179,109
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2007T4;181,534
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2007T3;184,352
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2007T2;183,419
Nacional;16 País Vasco;Vivienda segunda mano;Índice;2007T1;178,800
Nacional;17 Rioja, La;Vivienda nueva;Índice;2025T2;193,862
Nacional;17 Rioja, La;Vivienda nueva;Índice;2025T1;189,921
Nacional;17 Rioja, La;Vivienda nueva;Índice;2024T4;181,456
Nacional;17 Rioja, La;Vivienda nueva;Índice;2024T3;174,235
Nacional;17 Rioja, La;Vivienda nueva;Índice;2024T2;173,341
Nacional;17 Rioja, La;Vivienda nueva;Índice;2024T1;174,367
Nacional;17 Rioja, La;Vivienda nueva;Índice;2023T4;162,201
Nacional;17 Rioja, La;Vivienda nueva;Índice;2023T3;159,561
Nacional;17 Rioja, La;Vivienda nueva;Índice;2023T2;158,983
Nacional;17 Rioja, La;Vivienda nueva;Índice;2023T1;157,315
Nacional;17 Rioja, La;Vivienda nueva;Índice;2022T4;154,610
Nacional;17 Rioja, La;Vivienda nueva;Índice;2022T3;150,635
Nacional;17 Rioja, La;Vivienda nueva;Índice;2022T2;149,225
Nacional;17 Rioja, La;Vivienda nueva;Índice;2022T1;146,318
Nacional;17 Rioja, La;Vivienda nueva;Índice;2021T4;143,488
Nacional;17 Rioja, La;Vivienda nueva;Índice;2021T3;143,038
Nacional;17 Rioja, La;Vivienda nueva;Índice;2021T2;138,788
Nacional;17 Rioja, La;Vivienda nueva;Índice;2021T1;135,655
Nacional;17 Rioja, La;Vivienda nueva;Índice;2020T4;135,827
Nacional;17 Rioja, La;Vivienda nueva;Índice;2020T3;135,987
Nacional;17 Rioja, La;Vivienda nueva;Índice;2020T2;132,048
Nacional;17 Rioja, La;Vivienda nueva;Índice;2020T1;127,911
Nacional;17 Rioja, La;Vivienda nueva;Índice;2019T4;127,755
Nacional;17 Rioja, La;Vivienda nueva;Índice;2019T3;125,486
Nacional;17 Rioja, La;Vivienda nueva;Índice;2019T2;126,489
Nacional;17 Rioja, La;Vivienda nueva;Índice;2019T1;122,909
Nacional;17 Rioja, La;Vivienda nueva;Índice;2018T4;116,802
Nacional;17 Rioja, La;Vivienda nueva;Índice;2018T3;118,267
Nacional;17 Rioja, La;Vivienda nueva;Índice;2018T2;115,636
Nacional;17 Rioja, La;Vivienda nueva;Índice;2018T1;113,963
Nacional;17 Rioja, La;Vivienda nueva;Índice;2017T4;108,714
Nacional;17 Rioja, La;Vivienda nueva;Índice;2017T3;108,697
Nacional;17 Rioja, La;Vivienda nueva;Índice;2017T2;108,294
Nacional;17 Rioja, La;Vivienda nueva;Índice;2017T1;107,029
Nacional;17 Rioja, La;Vivienda nueva;Índice;2016T4;105,088
Nacional;17 Rioja, La;Vivienda nueva;Índice;2016T3;108,646
Nacional;17 Rioja, La;Vivienda nueva;Índice;2016T2;108,399
Nacional;17 Rioja, La;Vivienda nueva;Índice;2016T1;102,045
Nacional;17 Rioja, La;Vivienda nueva;Índice;2015T4;101,170
Nacional;17 Rioja, La;Vivienda nueva;Índice;2015T3;101,061
Nacional;17 Rioja, La;Vivienda nueva;Índice;2015T2;99,945
Nacional;17 Rioja, La;Vivienda nueva;Índice;2015T1;97,824
Nacional;17 Rioja, La;Vivienda nueva;Índice;2014T4;98,219
Nacional;17 Rioja, La;Vivienda nueva;Índice;2014T3;98,672
Nacional;17 Rioja, La;Vivienda nueva;Índice;2014T2;98,931
Nacional;17 Rioja, La;Vivienda nueva;Índice;2014T1;98,941
Nacional;17 Rioja, La;Vivienda nueva;Índice;2013T4;98,352
Nacional;17 Rioja, La;Vivienda nueva;Índice;2013T3;105,038
Nacional;17 Rioja, La;Vivienda nueva;Índice;2013T2;102,698
Nacional;17 Rioja, La;Vivienda nueva;Índice;2013T1;103,596
Nacional;17 Rioja, La;Vivienda nueva;Índice;2012T4;113,817
Nacional;17 Rioja, La;Vivienda nueva;Índice;2012T3;114,825
Nacional;17 Rioja, La;Vivienda nueva;Índice;2012T2;120,668
Nacional;17 Rioja, La;Vivienda nueva;Índice;2012T1;125,985
Nacional;17 Rioja, La;Vivienda nueva;Índice;2011T4;130,540
Nacional;17 Rioja, La;Vivienda nueva;Índice;2011T3;136,614
Nacional;17 Rioja, La;Vivienda nueva;Índice;2011T2;139,878
Nacional;17 Rioja, La;Vivienda nueva;Índice;2011T1;142,931
Nacional;17 Rioja, La;Vivienda nueva;Índice;2010T4;149,927
Nacional;17 Rioja, La;Vivienda nueva;Índice;2010T3;152,790
Nacional;17 Rioja, La;Vivienda nueva;Índice;2010T2;156,265
Nacional;17 Rioja, La;Vivienda nueva;Índice;2010T1;153,800
Nacional;17 Rioja, La;Vivienda nueva;Índice;2009T4;162,426
Nacional;17 Rioja, La;Vivienda nueva;Índice;2009T3;161,331
Nacional;17 Rioja, La;Vivienda nueva;Índice;2009T2;162,264
Nacional;17 Rioja, La;Vivienda nueva;Índice;2009T1;161,763
Nacional;17 Rioja, La;Vivienda nueva;Índice;2008T4;169,275
Nacional;17 Rioja, La;Vivienda nueva;Índice;2008T3;168,050
Nacional;17 Rioja, La;Vivienda nueva;Índice;2008T2;170,907
Nacional;17 Rioja, La;Vivienda nueva;Índice;2008T1;170,313
Nacional;17 Rioja, La;Vivienda nueva;Índice;2007T4;169,829
Nacional;17 Rioja, La;Vivienda nueva;Índice;2007T3;164,355
Nacional;17 Rioja, La;Vivienda nueva;Índice;2007T2;161,263
Nacional;17 Rioja, La;Vivienda nueva;Índice;2007T1;157,333
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2025T2;161,876
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2025T1;154,977
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2024T4;148,020
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2024T3;144,997
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2024T2;141,612
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2024T1;135,625
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2023T4;132,303
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2023T3;132,669
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2023T2;130,461
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2023T1;127,649
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2022T4;127,504
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2022T3;130,705
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2022T2;127,704
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2022T1;124,925
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2021T4;121,270
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2021T3;120,617
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2021T2;118,341
Nacional;17 Rioja, La;Vivienda segunda mano;Índice;2021T1;116,443
